settlement_code,settlement,year,rows
1047,חזון,2006,3
1047,חזון,2007,6
1047,חזון,2008,4
1047,חזון,2009,8
1047,חזון,2010,3
1047,חזון,2011,9
1047,חזון,2012,2
1047,חזון,2013,1
1047,חזון,2015,1
1047,חזון,2018,24
1047,חזון,2019,3
1047,חזון,2020,14
1047,חזון,2021,4
1047,חזון,2022,44
1047,חזון,2023,2
1047,חזון,2024,1
1047,חזון,2025,1
1050,בית חשמונאי,1998,1
1050,בית חשמונאי,1999,1
1050,בית חשמונאי,2000,2
1050,בית חשמונאי,2001,3
1050,בית חשמונאי,2002,4
1050,בית חשמונאי,2003,1
1050,בית חשמונאי,2004,167
1050,בית חשמונאי,2005,48
1050,בית חשמונאי,2006,13
1050,בית חשמונאי,2007,12
1050,בית חשמונאי,2008,69
1050,בית חשמונאי,2009,20
1050,בית חשמונאי,2010,18
1050,בית חשמונאי,2011,24
1050,בית חשמונאי,2012,10
1050,בית חשמונאי,2013,19
1050,בית חשמונאי,2014,14
1050,בית חשמונאי,2015,12
1050,בית חשמונאי,2016,8
1050,בית חשמונאי,2017,8
1050,בית חשמונאי,2018,12
1050,בית חשמונאי,2019,11
1050,בית חשמונאי,2020,10
1050,בית חשמונאי,2021,11
1050,בית חשמונאי,2022,10
1050,בית חשמונאי,2023,9
1050,בית חשמונאי,2024,3
1050,בית חשמונאי,2025,5
1050,בית חשמונאי,2026,3
1051,תלמי אליהו,2009,5
1051,תלמי אליהו,2011,1
1051,תלמי אליהו,2019,1
1051,תלמי אליהו,2021,5
1051,תלמי אליהו,2022,3
1051,תלמי אליהו,2023,1
1051,תלמי אליהו,2024,3
1051,תלמי אליהו,2025,2
1051,תלמי אליהו,2026,3
1052,קטורה,1998,1
1052,קטורה,2002,1
1052,קטורה,2007,1
1053,עין חצבה,2017,1
1053,עין חצבה,2019,1
1054,תל שבע,1999,1
1054,תל שבע,2000,1
1054,תל שבע,2002,1
1054,תל שבע,2005,1
1054,תל שבע,2012,3
1054,תל שבע,2013,1
1054,תל שבע,2015,2
1054,תל שבע,2016,1
1054,תל שבע,2018,4
1054,תל שבע,2019,165
1054,תל שבע,2020,7
1054,תל שבע,2021,7
1054,תל שבע,2022,6
1054,תל שבע,2023,3
1054,תל שבע,2024,3
1054,תל שבע,2025,3
1056,"עין כרם-בי""ס חקלאי",2001,1
1056,"עין כרם-בי""ס חקלאי",2004,2
1056,"עין כרם-בי""ס חקלאי",2005,2
1056,"עין כרם-בי""ס חקלאי",2008,2
1056,"עין כרם-בי""ס חקלאי",2010,2
1056,"עין כרם-בי""ס חקלאי",2011,4
1056,"עין כרם-בי""ס חקלאי",2012,2
1056,"עין כרם-בי""ס חקלאי",2013,30
1056,"עין כרם-בי""ס חקלאי",2014,87
1056,"עין כרם-בי""ס חקלאי",2015,104
1056,"עין כרם-בי""ס חקלאי",2016,79
1056,"עין כרם-בי""ס חקלאי",2017,19
1056,"עין כרם-בי""ס חקלאי",2018,19
1056,"עין כרם-בי""ס חקלאי",2019,10
1056,"עין כרם-בי""ס חקלאי",2020,5
1056,"עין כרם-בי""ס חקלאי",2021,32
1056,"עין כרם-בי""ס חקלאי",2022,19
1056,"עין כרם-בי""ס חקלאי",2023,8
1056,"עין כרם-בי""ס חקלאי",2024,11
1056,"עין כרם-בי""ס חקלאי",2025,12
1056,"עין כרם-בי""ס חקלאי",2026,4
1057,נווה זוהר,2005,2
1057,נווה זוהר,2006,1
1057,נווה זוהר,2008,4
1057,נווה זוהר,2009,5
1057,נווה זוהר,2010,4
1057,נווה זוהר,2011,4
1057,נווה זוהר,2012,1
1057,נווה זוהר,2013,6
1057,נווה זוהר,2014,28
1057,נווה זוהר,2015,2
1057,נווה זוהר,2016,6
1057,נווה זוהר,2017,32
1057,נווה זוהר,2018,44
1057,נווה זוהר,2019,13
1057,נווה זוהר,2020,4
1057,נווה זוהר,2021,16
1057,נווה זוהר,2022,9
1057,נווה זוהר,2023,1
1057,נווה זוהר,2024,7
1057,נווה זוהר,2025,5
1057,נווה זוהר,2026,6
1058,שדה ניצן,2006,3
1058,שדה ניצן,2009,2
1058,שדה ניצן,2010,4
1058,שדה ניצן,2014,1
1058,שדה ניצן,2016,3
1058,שדה ניצן,2017,3
1058,שדה ניצן,2019,5
1058,שדה ניצן,2020,1
1058,שדה ניצן,2021,11
1058,שדה ניצן,2022,10
1058,שדה ניצן,2023,13
1058,שדה ניצן,2024,4
1058,שדה ניצן,2025,10
1058,שדה ניצן,2026,1
1059,כסיפה,2001,1
1059,כסיפה,2004,1
1059,כסיפה,2009,1
1059,כסיפה,2010,1
1059,כסיפה,2011,1
1059,כסיפה,2013,1
1059,כסיפה,2018,3
1059,כסיפה,2019,4
1059,כסיפה,2020,1
1059,כסיפה,2022,2
1059,כסיפה,2024,1
1059,כסיפה,2025,2
106,כפר גדעון,1998,2
106,כפר גדעון,1999,1
106,כפר גדעון,2000,2
106,כפר גדעון,2002,1
106,כפר גדעון,2004,5
106,כפר גדעון,2005,5
106,כפר גדעון,2006,3
106,כפר גדעון,2007,5
106,כפר גדעון,2009,15
106,כפר גדעון,2010,2
106,כפר גדעון,2011,5
106,כפר גדעון,2012,2
106,כפר גדעון,2013,2
106,כפר גדעון,2014,5
106,כפר גדעון,2016,7
106,כפר גדעון,2017,1
106,כפר גדעון,2018,1
106,כפר גדעון,2019,1
106,כפר גדעון,2020,1
106,כפר גדעון,2021,2
106,כפר גדעון,2022,5
106,כפר גדעון,2023,1
106,כפר גדעון,2024,2
106,כפר גדעון,2025,2
1060,לקיה,1999,1
1060,לקיה,2000,1
1060,לקיה,2001,1
1060,לקיה,2011,1
1060,לקיה,2012,3
1060,לקיה,2014,1
1060,לקיה,2015,5
1060,לקיה,2017,2
1060,לקיה,2018,8
1060,לקיה,2019,3
1060,לקיה,2020,1
1060,לקיה,2021,5
1060,לקיה,2022,2
1060,לקיה,2023,6
1060,לקיה,2024,3
1060,לקיה,2025,2
1061,נוף הגליל,1998,430
1061,נוף הגליל,1999,541
1061,נוף הגליל,2000,542
1061,נוף הגליל,2001,473
1061,נוף הגליל,2002,324
1061,נוף הגליל,2003,378
1061,נוף הגליל,2004,329
1061,נוף הגליל,2005,412
1061,נוף הגליל,2006,417
1061,נוף הגליל,2007,451
1061,נוף הגליל,2008,574
1061,נוף הגליל,2009,590
1061,נוף הגליל,2010,702
1061,נוף הגליל,2011,673
1061,נוף הגליל,2012,731
1061,נוף הגליל,2013,816
1061,נוף הגליל,2014,773
1061,נוף הגליל,2015,850
1061,נוף הגליל,2016,964
1061,נוף הגליל,2017,792
1061,נוף הגליל,2018,851
1061,נוף הגליל,2019,745
1061,נוף הגליל,2020,896
1061,נוף הגליל,2021,1452
1061,נוף הגליל,2022,1188
1061,נוף הגליל,2023,685
1061,נוף הגליל,2024,987
1061,נוף הגליל,2025,940
1061,נוף הגליל,2026,487
1063,מעלות-תרשיחא,1998,230
1063,מעלות-תרשיחא,1999,322
1063,מעלות-תרשיחא,2000,231
1063,מעלות-תרשיחא,2001,280
1063,מעלות-תרשיחא,2002,174
1063,מעלות-תרשיחא,2003,175
1063,מעלות-תרשיחא,2004,111
1063,מעלות-תרשיחא,2005,147
1063,מעלות-תרשיחא,2006,116
1063,מעלות-תרשיחא,2007,136
1063,מעלות-תרשיחא,2008,180
1063,מעלות-תרשיחא,2009,257
1063,מעלות-תרשיחא,2010,265
1063,מעלות-תרשיחא,2011,246
1063,מעלות-תרשיחא,2012,214
1063,מעלות-תרשיחא,2013,233
1063,מעלות-תרשיחא,2014,213
1063,מעלות-תרשיחא,2015,230
1063,מעלות-תרשיחא,2016,247
1063,מעלות-תרשיחא,2017,440
1063,מעלות-תרשיחא,2018,235
1063,מעלות-תרשיחא,2019,271
1063,מעלות-תרשיחא,2020,274
1063,מעלות-תרשיחא,2021,425
1063,מעלות-תרשיחא,2022,355
1063,מעלות-תרשיחא,2023,283
1063,מעלות-תרשיחא,2024,255
1063,מעלות-תרשיחא,2025,270
1063,מעלות-תרשיחא,2026,92
1064,אמירים,1998,12
1064,אמירים,1999,20
1064,אמירים,2000,1
1064,אמירים,2001,2
1064,אמירים,2002,23
1064,אמירים,2003,4
1064,אמירים,2004,8
1064,אמירים,2005,7
1064,אמירים,2006,4
1064,אמירים,2007,1
1064,אמירים,2008,1
1064,אמירים,2010,8
1064,אמירים,2011,8
1064,אמירים,2012,1
1064,אמירים,2013,4
1064,אמירים,2014,1
1064,אמירים,2015,6
1064,אמירים,2016,3
1064,אמירים,2017,1
1064,אמירים,2018,6
1064,אמירים,2020,2
1064,אמירים,2021,10
1064,אמירים,2022,12
1064,אמירים,2023,5
1064,אמירים,2024,6
1064,אמירים,2025,3
1064,אמירים,2026,1
1065,זמרת,2010,28
1065,זמרת,2011,12
1065,זמרת,2016,1
1065,זמרת,2017,10
1065,זמרת,2018,3
1065,זמרת,2019,1
1065,זמרת,2020,1
1065,זמרת,2021,16
1065,זמרת,2022,1
1065,זמרת,2024,3
1065,זמרת,2025,2
1065,זמרת,2026,1
1066,"בני עי""ש",1998,90
1066,"בני עי""ש",1999,86
1066,"בני עי""ש",2000,57
1066,"בני עי""ש",2001,70
1066,"בני עי""ש",2002,63
1066,"בני עי""ש",2003,45
1066,"בני עי""ש",2004,37
1066,"בני עי""ש",2005,51
1066,"בני עי""ש",2006,56
1066,"בני עי""ש",2007,83
1066,"בני עי""ש",2008,71
1066,"בני עי""ש",2009,56
1066,"בני עי""ש",2010,59
1066,"בני עי""ש",2011,42
1066,"בני עי""ש",2012,60
1066,"בני עי""ש",2013,74
1066,"בני עי""ש",2014,60
1066,"בני עי""ש",2015,76
1066,"בני עי""ש",2016,72
1066,"בני עי""ש",2017,50
1066,"בני עי""ש",2018,55
1066,"בני עי""ש",2019,57
1066,"בני עי""ש",2020,50
1066,"בני עי""ש",2021,68
1066,"בני עי""ש",2022,65
1066,"בני עי""ש",2023,48
1066,"בני עי""ש",2024,71
1066,"בני עי""ש",2025,346
1066,"בני עי""ש",2026,259
1067,"דוב""ב",2002,7
1067,"דוב""ב",2003,2
1067,"דוב""ב",2007,5
1067,"דוב""ב",2008,1
1067,"דוב""ב",2009,1
1067,"דוב""ב",2010,1
1067,"דוב""ב",2011,4
1067,"דוב""ב",2012,2
1067,"דוב""ב",2013,1
1067,"דוב""ב",2014,3
1067,"דוב""ב",2015,2
1067,"דוב""ב",2019,2
1067,"דוב""ב",2021,1
1067,"דוב""ב",2022,2
1067,"דוב""ב",2023,3
1068,אדמית,1999,2
1068,אדמית,2000,3
1068,אדמית,2001,6
1068,אדמית,2002,2
1068,אדמית,2003,3
1068,אדמית,2004,19
1068,אדמית,2005,4
1068,אדמית,2006,13
1068,אדמית,2007,2
1068,אדמית,2008,3
1068,אדמית,2009,1
1068,אדמית,2010,3
1068,אדמית,2011,8
1068,אדמית,2012,9
1068,אדמית,2013,24
1068,אדמית,2014,9
1068,אדמית,2015,4
1068,אדמית,2016,1
1068,אדמית,2017,4
1068,אדמית,2019,2
1068,אדמית,2020,2
1068,אדמית,2021,5
1068,אדמית,2022,20
1068,אדמית,2023,4
1068,אדמית,2024,1
1068,אדמית,2025,3
1068,אדמית,2026,7
1069,רם-און,1998,18
1069,רם-און,1999,46
1069,רם-און,2000,38
1069,רם-און,2001,9
1069,רם-און,2002,6
1069,רם-און,2003,4
1069,רם-און,2004,9
1069,רם-און,2005,7
1069,רם-און,2006,7
1069,רם-און,2007,10
1069,רם-און,2008,14
1069,רם-און,2009,11
1069,רם-און,2010,7
1069,רם-און,2011,4
1069,רם-און,2012,4
1069,רם-און,2013,6
1069,רם-און,2014,5
1069,רם-און,2015,4
1069,רם-און,2016,4
1069,רם-און,2017,9
1069,רם-און,2018,16
1069,רם-און,2019,5
1069,רם-און,2020,6
1069,רם-און,2021,5
1069,רם-און,2022,1
1069,רם-און,2023,3
1069,רם-און,2024,5
1069,רם-און,2025,2
1069,רם-און,2026,2
107,כפר סילבר,2015,1
107,כפר סילבר,2020,1
107,כפר סילבר,2026,1
1070,אביעזר,1998,1
1070,אביעזר,1999,5
1070,אביעזר,2000,1
1070,אביעזר,2001,1
1070,אביעזר,2002,1
1070,אביעזר,2003,2
1070,אביעזר,2004,4
1070,אביעזר,2005,5
1070,אביעזר,2006,42
1070,אביעזר,2007,78
1070,אביעזר,2008,13
1070,אביעזר,2009,18
1070,אביעזר,2010,6
1070,אביעזר,2011,5
1070,אביעזר,2012,2
1070,אביעזר,2013,5
1070,אביעזר,2014,5
1070,אביעזר,2015,5
1070,אביעזר,2016,3
1070,אביעזר,2017,10
1070,אביעזר,2018,3
1070,אביעזר,2019,4
1070,אביעזר,2021,2
1070,אביעזר,2022,5
1070,אביעזר,2023,3
1070,אביעזר,2024,6
1070,אביעזר,2025,5
1071,נווה מיכאל,2002,8
1071,נווה מיכאל,2003,2
1071,נווה מיכאל,2004,1
1071,נווה מיכאל,2005,1
1071,נווה מיכאל,2006,65
1071,נווה מיכאל,2007,62
1071,נווה מיכאל,2008,8
1071,נווה מיכאל,2009,3
1071,נווה מיכאל,2010,9
1071,נווה מיכאל,2011,4
1071,נווה מיכאל,2013,6
1071,נווה מיכאל,2014,2
1071,נווה מיכאל,2015,2
1071,נווה מיכאל,2016,12
1071,נווה מיכאל,2017,1
1071,נווה מיכאל,2018,2
1071,נווה מיכאל,2019,6
1071,נווה מיכאל,2020,145
1071,נווה מיכאל,2021,164
1071,נווה מיכאל,2022,28
1071,נווה מיכאל,2023,9
1071,נווה מיכאל,2024,21
1071,נווה מיכאל,2025,6
1071,נווה מיכאל,2026,1
1072,גן הדרום,2002,1
1072,גן הדרום,2004,3
1072,גן הדרום,2006,4
1072,גן הדרום,2007,2
1072,גן הדרום,2008,28
1072,גן הדרום,2009,4
1072,גן הדרום,2010,2
1072,גן הדרום,2011,1
1072,גן הדרום,2012,1
1072,גן הדרום,2013,4
1072,גן הדרום,2014,3
1072,גן הדרום,2016,4
1072,גן הדרום,2017,8
1072,גן הדרום,2018,2
1072,גן הדרום,2019,5
1072,גן הדרום,2020,7
1072,גן הדרום,2021,7
1072,גן הדרום,2022,1
1072,גן הדרום,2023,4
1072,גן הדרום,2024,3
1072,גן הדרום,2025,2
1076,בית ברל,2009,1
1076,בית ברל,2016,1
1076,בית ברל,2022,1
1076,בית ברל,2023,1
1077,גבעת שפירא,2008,4
1077,גבעת שפירא,2009,1
1077,גבעת שפירא,2010,6
1077,גבעת שפירא,2013,2
1077,גבעת שפירא,2014,3
1077,גבעת שפירא,2015,5
1077,גבעת שפירא,2016,3
1077,גבעת שפירא,2017,3
1077,גבעת שפירא,2018,1
1077,גבעת שפירא,2020,3
1077,גבעת שפירא,2021,8
1077,גבעת שפירא,2022,5
1077,גבעת שפירא,2023,2
1077,גבעת שפירא,2024,2
1079,צפרירים,1998,2
1079,צפרירים,1999,2
1079,צפרירים,2000,2
1079,צפרירים,2004,1
1079,צפרירים,2007,1
1079,צפרירים,2009,2
1079,צפרירים,2011,4
1079,צפרירים,2012,5
1079,צפרירים,2013,2
1079,צפרירים,2014,3
1079,צפרירים,2015,1
1079,צפרירים,2019,1
1079,צפרירים,2021,2
1079,צפרירים,2022,1
1079,צפרירים,2023,2
1079,צפרירים,2024,1
1079,צפרירים,2025,1
1080,מבועים,1998,8
1080,מבועים,1999,8
1080,מבועים,2000,4
1080,מבועים,2001,48
1080,מבועים,2002,22
1080,מבועים,2003,9
1080,מבועים,2004,11
1080,מבועים,2005,8
1080,מבועים,2006,13
1080,מבועים,2007,15
1080,מבועים,2008,9
1080,מבועים,2009,5
1080,מבועים,2010,11
1080,מבועים,2011,10
1080,מבועים,2012,7
1080,מבועים,2013,6
1080,מבועים,2014,7
1080,מבועים,2015,7
1080,מבועים,2016,6
1080,מבועים,2017,7
1080,מבועים,2018,5
1080,מבועים,2019,5
1080,מבועים,2020,8
1080,מבועים,2021,8
1080,מבועים,2022,3
1080,מבועים,2023,2
1080,מבועים,2024,6
1080,מבועים,2025,3
1081,אבן מנחם,1999,1
1081,אבן מנחם,2000,1
1081,אבן מנחם,2001,3
1081,אבן מנחם,2002,1
1081,אבן מנחם,2006,3
1081,אבן מנחם,2008,5
1081,אבן מנחם,2013,2
1081,אבן מנחם,2014,2
1081,אבן מנחם,2015,2
1081,אבן מנחם,2016,4
1081,אבן מנחם,2017,9
1081,אבן מנחם,2018,5
1081,אבן מנחם,2019,2
1081,אבן מנחם,2020,4
1081,אבן מנחם,2021,2
1081,אבן מנחם,2022,2
1081,אבן מנחם,2023,2
1081,אבן מנחם,2024,4
1082,מעגלים,1999,3
1082,מעגלים,2000,4
1082,מעגלים,2001,2
1082,מעגלים,2002,5
1082,מעגלים,2003,2
1082,מעגלים,2004,4
1082,מעגלים,2005,1
1082,מעגלים,2006,1
1082,מעגלים,2007,1
1082,מעגלים,2008,3
1082,מעגלים,2009,1
1082,מעגלים,2010,5
1082,מעגלים,2011,1
1082,מעגלים,2012,4
1082,מעגלים,2013,9
1082,מעגלים,2014,6
1082,מעגלים,2015,4
1082,מעגלים,2016,5
1082,מעגלים,2017,2
1082,מעגלים,2018,5
1082,מעגלים,2019,1
1082,מעגלים,2020,6
1082,מעגלים,2021,3
1082,מעגלים,2022,3
1082,מעגלים,2023,4
1082,מעגלים,2024,5
1082,מעגלים,2025,2
1082,מעגלים,2026,2
1083,תושיה,1998,2
1083,תושיה,1999,1
1083,תושיה,2000,9
1083,תושיה,2001,11
1083,תושיה,2002,4
1083,תושיה,2003,1
1083,תושיה,2004,1
1083,תושיה,2005,1
1083,תושיה,2006,1
1083,תושיה,2007,2
1083,תושיה,2008,2
1083,תושיה,2009,6
1083,תושיה,2010,5
1083,תושיה,2011,1
1083,תושיה,2012,1
1083,תושיה,2013,2
1083,תושיה,2014,1
1083,תושיה,2015,3
1083,תושיה,2017,2
1083,תושיה,2019,1
1083,תושיה,2020,1
1083,תושיה,2021,1
1083,תושיה,2022,2
1083,תושיה,2023,4
1083,תושיה,2024,1
1083,תושיה,2025,2
1083,תושיה,2026,1
1085,כרם שלום,2015,1
1085,כרם שלום,2016,1
1085,כרם שלום,2019,9
1085,כרם שלום,2021,2
1085,כרם שלום,2022,2
1085,כרם שלום,2023,6
1085,כרם שלום,2025,2
1085,כרם שלום,2026,3
1095,כפר מימון,1998,12
1095,כפר מימון,1999,5
1095,כפר מימון,2000,6
1095,כפר מימון,2001,4
1095,כפר מימון,2002,8
1095,כפר מימון,2003,5
1095,כפר מימון,2004,6
1095,כפר מימון,2005,8
1095,כפר מימון,2006,2
1095,כפר מימון,2007,2
1095,כפר מימון,2008,7
1095,כפר מימון,2009,2
1095,כפר מימון,2010,2
1095,כפר מימון,2011,6
1095,כפר מימון,2012,5
1095,כפר מימון,2013,2
1095,כפר מימון,2014,1
1095,כפר מימון,2015,3
1095,כפר מימון,2016,9
1095,כפר מימון,2017,4
1095,כפר מימון,2018,13
1095,כפר מימון,2019,3
1095,כפר מימון,2020,2
1095,כפר מימון,2021,4
1095,כפר מימון,2022,3
1095,כפר מימון,2023,4
1095,כפר מימון,2024,1
1095,כפר מימון,2026,4
1098,מרכז שפירא,1998,34
1098,מרכז שפירא,1999,27
1098,מרכז שפירא,2000,16
1098,מרכז שפירא,2001,8
1098,מרכז שפירא,2002,9
1098,מרכז שפירא,2003,7
1098,מרכז שפירא,2004,9
1098,מרכז שפירא,2005,8
1098,מרכז שפירא,2006,8
1098,מרכז שפירא,2007,10
1098,מרכז שפירא,2008,12
1098,מרכז שפירא,2009,4
1098,מרכז שפירא,2010,9
1098,מרכז שפירא,2011,3
1098,מרכז שפירא,2012,6
1098,מרכז שפירא,2013,4
1098,מרכז שפירא,2014,9
1098,מרכז שפירא,2015,9
1098,מרכז שפירא,2016,88
1098,מרכז שפירא,2017,42
1098,מרכז שפירא,2018,68
1098,מרכז שפירא,2019,95
1098,מרכז שפירא,2020,58
1098,מרכז שפירא,2021,60
1098,מרכז שפירא,2022,63
1098,מרכז שפירא,2023,21
1098,מרכז שפירא,2024,25
1098,מרכז שפירא,2025,18
1098,מרכז שפירא,2026,12
11,"ניר ח""ן",1998,5
11,"ניר ח""ן",1999,9
11,"ניר ח""ן",2000,3
11,"ניר ח""ן",2001,3
11,"ניר ח""ן",2003,1
11,"ניר ח""ן",2004,19
11,"ניר ח""ן",2005,8
11,"ניר ח""ן",2006,4
11,"ניר ח""ן",2007,1
11,"ניר ח""ן",2008,1
11,"ניר ח""ן",2009,1
11,"ניר ח""ן",2010,4
11,"ניר ח""ן",2011,2
11,"ניר ח""ן",2012,8
11,"ניר ח""ן",2013,6
11,"ניר ח""ן",2014,5
11,"ניר ח""ן",2015,3
11,"ניר ח""ן",2016,2
11,"ניר ח""ן",2017,4
11,"ניר ח""ן",2018,2
11,"ניר ח""ן",2019,8
11,"ניר ח""ן",2020,4
11,"ניר ח""ן",2021,6
11,"ניר ח""ן",2022,5
11,"ניר ח""ן",2023,7
11,"ניר ח""ן",2024,6
11,"ניר ח""ן",2025,10
11,"ניר ח""ן",2026,3
1102,צוקי ים,2015,1
1102,צוקי ים,2017,1
1102,צוקי ים,2018,1
1102,צוקי ים,2021,10
1102,צוקי ים,2024,1
1102,צוקי ים,2025,4
